 Nom Ville ;MAJ   ; Code Postal ; Code INSEE ;Code Région; Latitude ; Longitude ; Eloignement ;
 Souday ;SOUDAY   ;41170;41248;24;48.033333;0.866667;2.16;
 Massels ;MASSELS   ;47140;47161;72;44.316667;0.866667;1.73;
 Trentels ;TRENTELS   ;47140;47315;72;44.433333;0.866667;1.73;
 Condé-sur-Huisne ;CONDE SUR HUISNE ;61110;61116;25;48.383333;0.866667;2.01;
 La Lande-sur-Eure ;LA LANDE SUR EURE;61290;61220;25;48.55;0.866667;2.01;
 Autigny ;AUTIGNY   ;76740;76040;23;49.8;0.866667;0.94;
 Blacqueville ;BLACQUEVILLE   ;76190;76099;23;49.566667;0.866667;1.7;
 Brametot ;BRAMETOT   ;76740;76140;23;49.783333;0.866667;1.09;
 Crasville-la-Rocquefort ;CRASVILLE LA ROCQUEFORT ;76740;76190;23;49.8;0.866667;0.94;
 La Gaillarde ;LA GAILLARDE  ;76740;76294;23;49.833333;0.866667;1.19;
 Le Mesnil-sous-Jumièges ;LE MESNIL SOUS JUMIEGES;76480;76436;23;49.416667;0.866667;1.95;
 Ouville-l'Abbaye ;OUVILLE L ABBAYE ;76760;76491;23;49.7;0.866667;1.28;
 Reuville ;REUVILLE   ;76560;76524;23;49.75;0.866667;1.16;
 Saint-Pierre-le-Vieux ;SAINT PIERRE LE VIEUX;76740;76641;23;49.85;0.866667;1.31;
 Golfech ;GOLFECH   ;82400;82072;11;44.116667;0.866667;1.44;
 Saint-Loup ;SAINT LOUP  ;82340;82165;11;44.083333;0.866667;1.44;
 Montmorillon ;MONTMORILLON   ;86500;86165;11;46.433333;0.866667;2.02;
 Nalliers ;NALLIERS   ;86310;86175;11;46.6;0.866667;2.02;
 Plaisance ;PLAISANCE   ;86500;86192;11;46.333333;0.866667;2.02;
 Saint-Germain ;SAINT GERMAIN  ;86310;86223;11;46.566667;0.866667;2.02;
 Saint-Savin ;SAINT SAVIN  ;86310;86246;11;46.566667;0.866667;2.02;
 Vicq-sur-Gartempe ;VICQ SUR GARTEMPE ;86260;86288;11;46.716667;0.866667;2.02;
 Chaillac-sur-Vienne ;CHAILLAC SUR VIENNE ;87200;87030;72;45.883333;0.866667;1.75;
 Oradour-sur-Vayres ;ORADOUR SUR VAYRES ;87150;87111;72;45.733333;0.866667;1.75;
 Montgaillard ;MONTGAILLARD   ;82120;82129;11;43.933333;0.875;-1;
 Gaugeac ;GAUGEAC   ;24540;24195;72;44.666667;0.883333;1.8;
 Saint-Avit-de-Vialard ;SAINT AVIT DE VIALARD;24260;24377;72;44.95;0.883333;0.85;
 Saint-Avit-Rivière ;SAINT AVIT RIVIERE ;24540;24378;72;44.75;0.883333;1.51;
 Saint-Romain-de-Monpazier ;SAINT ROMAIN DE MONPAZIER;24540;24495;72;44.716667;0.883333;1.57;
 Saint-Vincent-sur-l'Isle ;SAINT VINCENT SUR L;24420;24513;72;45.25;0.883333;0.85;
 Sarliac-sur-l'Isle ;SARLIAC SUR L ISLE;24420;24521;72;45.233333;0.883333;0.77;
 Bémécourt ;BEMECOURT   ;27160;27054;23;48.85;0.883333;1.89;
 Boscherville ;BOSCHERVILLE   ;27520;27086;23;49.283333;0.883333;1.39;
 Bourgthéroulde Infreville ;BOURGTHEROULDE INFREVILLE  ;27520;27105;23;49.3;0.883333;1.4;
 Cintray ;CINTRAY   ;27160;27159;23;48.8;0.883333;2.22;
 Combon ;COMBON   ;27170;27164;23;49.1;0.883333;0.97;
 Épégard ;EPEGARD   ;27110;27219;23;49.183333;0.883333;1.43;
 La Guéroulde ;LA GUEROULDE  ;27160;27305;23;48.816667;0.883333;2.11;
 La Haye-du-Theil ;LA HAYE DU THEIL;27370;27320;23;49.233333;0.883333;1.29;
 Infreville ;INFREVILLE   ;27520;27352;23;49.316667;0.883333;1.51;
 Le Plessis-Sainte-Opportune ;LE PLESSIS SAINTE OPPORTUNE;27170;27466;23;49.066667;0.883333;0.9;
 Pullay ;PULLAY   ;27130;27481;23;48.733333;0.883333;2.67;
 Sainte-Marthe ;SAINTE MARTHE  ;27190;27568;23;48.966667;0.883333;1.1;
 Saint-Meslin-du-Bosc ;SAINT MESLIN DU BOSC;27370;27572;23;49.216667;0.883333;1.34;
 Saint-Ouen-de-Thouberville ;SAINT OUEN DE THOUBERVILLE;27310;27580;23;49.35;0.883333;1.49;
 Tilleul-Dame-Agnès ;TILLEUL DAME AGNES ;27170;27640;23;49;0.883333;1.57;
 Soizé ;SOIZE   ;28330;28376;24;48.166667;0.883333;2.25;
 Agassac ;AGASSAC   ;31230;31001;72;43.366667;0.883333;0.73;
 Aurignac ;AURIGNAC   ;31420;31028;72;43.216667;0.883333;0.73;
 Auzas ;AUZAS   ;31360;31034;72;43.166667;0.883333;0.73;
 Bouzin ;BOUZIN   ;31420;31086;72;43.183333;0.883333;0.94;
 Chein-Dessus ;CHEIN DESSUS  ;31160;31140;72;43.016667;0.883333;1.4;
 Coueilles ;COUEILLES   ;31230;31152;72;43.35;0.883333;0.73;
 Martisserre ;MARTISSERRE   ;31230;31322;72;43.383333;0.883333;0.73;
 Mirambeau ;MIRAMBEAU   ;31230;31343;72;43.4;0.883333;0.87;
 Gimont ;GIMONT   ;32200;32147;91;43.633333;0.883333;1.45;
 Labrihe ;LABRIHE   ;32120;32173;91;43.766667;0.883333;1.45;
 Solomiac ;SOLOMIAC   ;32120;32436;91;43.8;0.883333;1.45;
 Boussay ;BOUSSAY   ;37290;37033;24;46.833333;0.883333;2.51;
 Ferrière-Larçon ;FERRIERE LARCON  ;37350;37107;24;46.983333;0.883333;1.62;
 Mouzay ;MOUZAY   ;37600;37162;24;47.083333;0.883333;1.54;
 Reugny ;REUGNY   ;37380;37194;24;47.483333;0.883333;1.33;
 Villedômer ;VILLEDOMER   ;37110;37276;24;47.55;0.883333;1.73;
 Cormenon ;CORMENON   ;41170;41060;24;47.966667;0.883333;1.78;
 Lavardin ;LAVARDIN   ;41800;41113;24;47.75;0.883333;1.71;
 Les Roches-l'Évêque ;LES ROCHES L EVEQUE;41800;41192;24;47.783333;0.883333;1.71;
 Beauville ;BEAUVILLE   ;47470;47025;72;44.266667;0.883333;1.8;
 Grayssas ;GRAYSSAS   ;47270;47113;72;44.166667;0.883333;1.8;
 Massoulès ;MASSOULES   ;47140;47162;72;44.35;0.883333;1.8;
 Bretoncelles ;BRETONCELLES   ;61110;61061;25;48.433333;0.883333;2.06;
 Anneville-Ambourville ;ANNEVILLE AMBOURVILLE  ;76480;76020;23;49.466667;0.883333;1.57;
 Auzouville-l'Esneval ;AUZOUVILLE L ESNEVAL ;76760;76045;23;49.633333;0.883333;1.07;
 Boudeville ;BOUDEVILLE   ;76560;76129;23;49.716667;0.883333;1.37;
 Duclair ;DUCLAIR   ;76480;76222;23;49.483333;0.883333;1.44;
 Mauny ;MAUNY   ;76530;76419;23;49.383333;0.883333;2.2;
 Saint-Aubin-sur-Mer ;SAINT AUBIN SUR MER;76740;76564;23;49.883333;0.883333;1.57;
 Saint-Laurent-en-Caux ;SAINT LAURENT EN CAUX;76560;76597;23;49.75;0.883333;1.4;
 Saint-Martin-aux-Arbres ;SAINT MARTIN AUX ARBRES;76760;76611;23;49.65;0.883333;0.71;
 Saint-Paër ;SAINT PAER  ;76480;76631;23;49.516667;0.883333;1.19;
 Yville-sur-Seine ;YVILLE SUR SEINE ;76530;76759;23;49.4;0.883333;2.07;
 Balignac ;BALIGNAC   ;82120;82009;11;43.95;0.883333;1.37;
 Perville ;PERVILLE   ;82400;82138;11;44.183333;0.883333;1.38;
 Saint-Amans-du-Pech ;SAINT AMANS DU PECH;82150;82153;11;44.316667;0.883333;2.09;
 Saint-Jean-du-Bouzet ;SAINT JEAN DU BOUZET;82120;82163;11;43.983333;0.883333;1.37;
 Angles-sur-l'Anglin ;ANGLES SUR L ANGLIN;86260;86004;11;46.7;0.883333;2.1;
 Saulgé ;SAULGE   ;86500;86254;11;46.383333;0.883333;2.1;
 Montrollet ;MONTROLLET   ;16420;16231;54;45.98109;0.89509;-1;
 Blis-et-Born ;BLIS ET BORN ;24330;24044;72;45.183333;0.9;1.04;
 Bouillac ;BOUILLAC   ;24480;24052;72;44.766667;0.9;1.35;
 Le Change ;LE CHANGE  ;24640;24103;72;45.183333;0.9;1.76;
 Journiac ;JOURNIAC   ;24260;24217;72;44.966667;0.9;0.71;
 Limeuil ;LIMEUIL   ;24510;24240;72;44.883333;0.9;1.63;
 Marsalès ;MARSALES   ;24540;24257;72;44.7;0.9;1.65;
 Mialet ;MIALET   ;24450;24269;72;45.55;0.9;2.21;
 Monpazier ;MONPAZIER   ;24540;24280;72;44.683333;0.9;1.72;
 Saint-Crépin-d'Auberoche ;SAINT CREPIN D AUBEROCHE;24330;24390;72;45.133333;0.9;0.56;
 Berville-la-Campagne ;BERVILLE LA CAMPAGNE ;27170;27063;23;49.033333;0.9;1.37;
 Bosnormand ;BOSNORMAND   ;27670;27093;23;49.283333;0.9;1.04;
 Caumont ;CAUMONT   ;27310;27133;23;49.366667;0.9;1.78;
 La Pyle ;LA PYLE  ;27370;27482;23;49.2;0.9;1.2;
 Saint-Pierre-du-Bosguérard ;SAINT PIERRE DU BOSGUERARD;27370;27595;23;49.266667;0.9;1.13;
 Tourville-la-Campagne ;TOURVILLE LA CAMPAGNE ;27370;27654;23;49.233333;0.9;0.97;
 Le Tremblay-Omonville ;LE TREMBLAY OMONVILLE ;27110;27658;23;49.116667;0.9;1.22;
 Boissy-lès-Perche ;BOISSY LES PERCHE ;28340;28046;24;48.683333;0.9;2.17;
 Brunelles ;BRUNELLES   ;28400;28063;24;48.316667;0.9;2.17;
 Arbas ;ARBAS   ;31160;31011;72;43;0.9;1.47;
 Arnaud-Guilhem ;ARNAUD GUILHEM  ;31360;31018;72;43.133333;0.9;0.87;
 Boussan ;BOUSSAN   ;31420;31083;72;43.233333;0.9;0.68;
 Castelgaillard ;CASTELGAILLARD   ;31230;31115;72;43.35;0.9;0.72;
 Éoux ;EOUX   ;31420;31168;72;43.266667;0.9;0.68;
 Figarol ;FIGAROL   ;31260;31183;72;43.083333;0.9;1.23;
 Montastruc-de-Salies ;MONTASTRUC DE SALIES ;31160;31357;72;43.033333;0.9;1.32;
 Peyrissas ;PEYRISSAS   ;31420;31414;72;43.283333;0.9;0.93;
 Rouède ;ROUEDE   ;31160;31461;72;43.05;0.9;1.31;
 Avensac ;AVENSAC   ;32120;32021;91;43.833333;0.9;1.55;
 Bézéril ;BEZERIL   ;32130;32051;91;43.55;0.9;1.66;
 Escorneboeuf ;ESCORNEBOEUF   ;32200;32123;91;43.65;0.9;1.51;
 Garravet ;GARRAVET   ;32220;32138;91;43.416667;0.9;1.65;
 Lahas ;LAHAS   ;32130;32182;91;43.566667;0.9;1.84;
 Pessoulens ;PESSOULENS   ;32380;32313;91;43.85;0.9;1.79;
 Saint-Orens ;SAINT ORENS  ;32120;32399;91;43.716667;0.9;1.51;
 La Celle-Guénand ;LA CELLE GUENAND ;37350;37044;24;46.933333;0.9;1.92;
 Dolus-le-Sec ;DOLUS LE SEC ;37310;37097;24;47.166667;0.9;0.96;
 Esves-le-Moutier ;ESVES LE MOUTIER ;37240;37103;24;47.033333;0.9;1.64;
 Noizay ;NOIZAY   ;37210;37171;24;47.416667;0.9;1.49;
 Authon ;AUTHON   ;41310;41007;24;47.65;0.9;1.64;
 Mondoubleau ;MONDOUBLEAU   ;41170;41143;24;47.983333;0.9;1.87;
 Villavard ;VILLAVARD   ;41800;41274;24;47.75;0.9;1.64;
 Dausse ;DAUSSE   ;47140;47079;72;44.383333;0.9;1.87;
 Engayrac ;ENGAYRAC   ;47470;47087;72;44.266667;0.9;1.87;
 Gavaudun ;GAVAUDUN   ;47150;47109;72;44.566667;0.9;1.87;
 Lacapelle-Biron ;LACAPELLE BIRON  ;47150;47123;72;44.6;0.9;1.87;
 Saint-Maurin ;SAINT MAURIN  ;47270;47260;72;44.2;0.9;1.87;
 Coulonges-les-Sablons ;COULONGES LES SABLONS ;61110;61125;25;48.4;0.9;2.1;
 La Madeleine-Bouvet ;LA MADELEINE BOUVET ;61110;61241;25;48.466667;0.9;2.1;
 Berville-sur-Seine ;BERVILLE SUR SEINE ;76480;76088;23;49.466667;0.9;1.57;
 Le Bourg-Dun ;LE BOURG DUN ;76740;76133;23;49.866667;0.9;1.56;
 Bouville ;BOUVILLE   ;76360;76135;23;49.566667;0.9;1.3;
 Cideville ;CIDEVILLE   ;76570;76174;23;49.616667;0.9;1.44;
 Gonnetot ;GONNETOT   ;76730;76306;23;49.766667;0.9;1.37;
 Gruchet-Saint-Siméon ;GRUCHET SAINT SIMEON ;76810;76330;23;49.816667;0.9;1.14;
 Mesnil-Panneville ;MESNIL PANNEVILLE  ;76570;76433;23;49.583333;0.9;1.47;
 Sassetot-le-Malgardé ;SASSETOT LE MALGARDE ;76730;76662;23;49.766667;0.9;1.37;
 Tocqueville-en-Caux ;TOCQUEVILLE EN CAUX ;76730;76694;23;49.783333;0.9;1.28;
 Le Torp-Mesnil ;LE TORP MESNIL ;76560;76699;23;49.716667;0.9;1.61;
 Vénestanville ;VENESTANVILLE   ;76730;76731;23;49.8;0.9;1.28;
 Vibeuf ;VIBEUF   ;76760;76737;23;49.7;0.9;0.86;
 Yerville ;YERVILLE   ;76760;76752;23;49.666667;0.9;0.23;
 Auvillar ;AUVILLAR   ;82340;82008;11;44.066667;0.9;1.3;
 Bardigues ;BARDIGUES   ;82340;82010;11;44.033333;0.9;1.3;
 Cumont ;CUMONT   ;82500;82047;11;43.866667;0.9;1.52;
 Espalais ;ESPALAIS   ;82400;82054;11;44.066667;0.9;1.38;
 Lamothe-Cumont ;LAMOTHE CUMONT  ;82500;82091;11;43.866667;0.9;1.52;
 Maumusson ;MAUMUSSON   ;82120;82107;11;43.916667;0.9;1.3;
 Saint-Rémy-en-Montmorillon ;SAINT REMY EN MONTMORILLON;86390;86240;11;46.266667;0.9;2.17;
 Saint-Junien ;SAINT JUNIEN  ;87200;87154;72;45.883333;0.9;1.59;
 Augirein ;AUGIREIN   ;9800;9027;73;42.933333;0.916667;2.71;
 Galey ;GALEY   ;9800;9129;73;42.933333;0.916667;2.71;
 Capdrot ;CAPDROT   ;24540;24080;72;44.683333;0.916667;1.72;
 Chaleix ;CHALEIX   ;24800;24095;72;45.516667;0.916667;2.06;
 Eyzerac ;EYZERAC   ;24800;24171;72;45.383333;0.916667;1.45;
 Mauzens-et-Miremont ;MAUZENS ET MIREMONT ;24260;24261;72;45;0.916667;1.18;
 Milhac-d'Auberoche ;MILHAC D AUBEROCHE ;24330;24270;72;45.116667;0.916667;0.76;
 Paleyrac ;PALEYRAC   ;24480;24315;72;44.816667;0.916667;1.12;
 Saint-Chamassy ;SAINT CHAMASSY  ;24260;24388;72;44.866667;0.916667;1.51;
 Saint-Félix-de-Reillac-et-Mortemart ;SAINT FELIX DE REILLAC;24260;24404;72;45.033333;0.916667;1.84;
 Savignac-les-Églises ;SAVIGNAC LES EGLISES ;24420;24527;72;45.266667;0.916667;0.92;
 Soulaures ;SOULAURES   ;24540;24542;72;44.65;0.916667;1.87;
 Thiviers ;THIVIERS   ;24800;24551;72;45.416667;0.916667;1.6;
 Beaubray ;BEAUBRAY   ;27190;27047;23;48.916667;0.916667;1.44;
 Émanville ;EMANVILLE   ;27190;27217;23;49.066667;0.916667;1.49;
 Louversey ;LOUVERSEY   ;27190;27374;23;49;0.916667;0.88;
 Le Neubourg ;LE NEUBOURG  ;27110;27428;23;49.15;0.916667;0.82;
 Le Thuit-Simer ;LE THUIT SIMER ;27370;27639;23;49.266667;0.916667;0.92;
 Le Troncq ;LE TRONCQ  ;27110;27663;23;49.2;0.916667;1.11;
 Authon-du-Perche ;AUTHON DU PERCHE ;28330;28018;24;48.2;0.916667;2.1;
 Béthonvilliers ;BETHONVILLIERS   ;28330;28038;24;48.216667;0.916667;2.1;
 Chapelle-Guillaume ;CHAPELLE GUILLAUME  ;28330;28078;24;48.116667;0.916667;2.1;
 Coudreceau ;COUDRECEAU   ;28400;28112;24;48.35;0.916667;2.1;
 La Ferté-Vidame ;LA FERTE VIDAME ;28340;28149;24;48.616667;0.916667;2.1;
 Lamblore ;LAMBLORE   ;28340;28202;24;48.616667;0.916667;2.1;
 Vichères ;VICHERES   ;28420;28407;24;48.266667;0.916667;2.1;
 Benque ;BENQUE   ;31420;31063;72;43.266667;0.916667;0.75;
 Castelbiague ;CASTELBIAGUE   ;31160;31114;72;43.033333;0.916667;1.45;
 Frontignan-Savès ;FRONTIGNAN SAVES  ;31230;31201;72;43.4;0.916667;1.24;
 Herran ;HERRAN   ;31160;31236;72;42.966667;0.916667;1.62;
 Lestelle-de-Saint-Martory ;LESTELLE DE SAINT MARTORY;31360;31296;72;43.133333;0.916667;0.87;
 Montoulieu-Saint-Bernard ;MONTOULIEU SAINT BERNARD ;31420;31386;72;43.233333;0.916667;0.63;
 Riolas ;RIOLAS   ;31230;31456;72;43.35;0.916667;0.99;
 Giscaro ;GISCARO   ;32200;32148;91;43.616667;0.916667;1.57;
 Lombez ;LOMBEZ   ;32220;32213;91;43.483333;0.916667;1.57;
 Montadet ;MONTADET   ;32220;32276;91;43.433333;0.916667;1.57;
 Sarrant ;SARRANT   ;32120;32416;91;43.766667;0.916667;1.57;
 Touget ;TOUGET   ;32430;32448;91;43.7;0.916667;1.91;
 Mérigny ;MERIGNY   ;36220;36119;24;46.616667;0.916667;2.6;
 Néons-sur-Creuse ;NEONS SUR CREUSE ;36220;36137;24;46.733333;0.916667;2.6;
 Athée-sur-Cher ;ATHEE SUR CHER ;37270;37008;24;47.316667;0.916667;1.54;
 Auzouer-en-Touraine ;AUZOUER EN TOURAINE ;37110;37010;24;47.55;0.916667;1.73;
 Betz-le-Château ;BETZ LE CHATEAU ;37600;37026;24;46.983333;0.916667;1.62;
 Château-Renault ;CHATEAU RENAULT  ;37110;37063;24;47.583333;0.916667;1.93;
 Lussault-sur-Loire ;LUSSAULT SUR LOIRE ;37400;37138;24;47.4;0.916667;1.02;
 Neuillé-le-Lierre ;NEUILLE LE LIERRE ;37380;37166;24;47.516667;0.916667;1.53;
 Le Petit-Pressigny ;LE PETIT PRESSIGNY ;37350;37184;24;46.916667;0.916667;2.02;
 Reignac-sur-Indre ;REIGNAC SUR INDRE ;37310;37192;24;47.216667;0.916667;1.02;
 Saint-Martin-le-Beau ;SAINT MARTIN LE BEAU;37270;37225;24;47.35;0.916667;1.33;
 Varennes ;VARENNES   ;37600;37265;24;47.066667;0.916667;1.13;
 Fortan ;FORTAN   ;41360;41090;24;47.85;0.916667;1.57;
 Lunay ;LUNAY   ;41360;41120;24;47.8;0.916667;1.57;
 Prunay-Cassereau ;PRUNAY CASSEREAU  ;41310;41184;24;47.7;0.916667;1.57;
 Saint-Avit ;SAINT AVIT  ;41170;41202;24;48.083333;0.916667;2.45;
 Saint-Rimay ;SAINT RIMAY  ;41800;41228;24;47.766667;0.916667;1.57;
 Condezaygues ;CONDEZAYGUES   ;47500;47070;72;44.483333;0.916667;1.95;
 Trémons ;TREMONS   ;47140;47314;72;44.416667;0.916667;1.95;
 Neuilly-sur-Eure ;NEUILLY SUR EURE ;61290;61305;25;48.533333;0.916667;2.14;
 Greuville ;GREUVILLE   ;76810;76327;23;49.816667;0.916667;1.06;
 Lindebeuf ;LINDEBEUF   ;76760;76387;23;49.7;0.916667;0.95;
 Luneray ;LUNERAY   ;76810;76400;23;49.833333;0.916667;1.19;
 Quiberville ;QUIBERVILLE   ;76860;76515;23;49.9;0.916667;1.75;
 Villers-Écalles ;VILLERS ECALLES  ;76360;76743;23;49.533333;0.916667;1.07;
 Asques ;ASQUES   ;82120;82004;11;44;0.916667;1.23;
 Castérat-Bouzet ;CASTERAT BOUZET  ;82120;82034;11;44;0.916667;1.23;
 Glatens ;GLATENS   ;82500;82070;11;43.883333;0.916667;1.39;
 Goudourville ;GOUDOURVILLE   ;82400;82073;11;44.116667;0.916667;1.23;
 Lavit ;LAVIT   ;82120;82097;11;43.966667;0.916667;1.23;
 Maubec ;MAUBEC   ;82500;82106;11;43.8;0.916667;2.06;
 Saint-Beauzeil ;SAINT BEAUZEIL  ;82150;82157;11;44.35;0.916667;2.36;
 Valeilles ;VALEILLES   ;82150;82185;11;44.366667;0.916667;2.49;
 Valence ;VALENCE   ;82400;82186;11;44.1;0.916667;1.23;
 Haims ;HAIMS   ;86310;86110;11;46.5;0.916667;2.24;
 Villemort ;VILLEMORT   ;86310;86291;11;46.55;0.916667;2.24;
 Bussière-Poitevine ;BUSSIERE POITEVINE  ;87320;87028;72;46.233333;0.916667;1.8;
 Champagnac-la-Rivière ;CHAMPAGNAC LA RIVIERE ;87150;87034;72;45.7;0.916667;1.51;
 Dournazac ;DOURNAZAC   ;87230;87060;72;45.616667;0.916667;1.6;
 Mézières-sur-Issoire ;MEZIERES SUR ISSOIRE ;87330;87097;72;46.1;0.916667;1.51;
 Nouic ;NOUIC   ;87330;87108;72;46.066667;0.916667;1.51;
 Orgibet ;ORGIBET   ;9800;9219;73;42.933333;0.933333;2.64;
 Saint-Jean-du-Castillonnais ;SAINT JEAN DU CASTILLONNAIS;9800;9263;73;42.933333;0.933333;2.64;
 Audrix ;AUDRIX   ;24260;24015;72;44.883333;0.933333;1.18;
 Le Bugue ;LE BUGUE  ;24260;24067;72;44.916667;0.933333;0.67;
 Cubjac ;CUBJAC   ;24640;24147;72;45.216667;0.933333;0.73;
 Mayac ;MAYAC   ;24420;24262;72;45.283333;0.933333;1;
 Saint-Geyrac ;SAINT GEYRAC  ;24330;24421;72;45.1;0.933333;1.2;
 Saint-Marcory ;SAINT MARCORY  ;24540;24446;72;44.716667;0.933333;1.57;
 Savignac-de-Miremont ;SAVIGNAC DE MIREMONT ;24260;24524;72;44.966667;0.933333;0.67;
 Urval ;URVAL   ;24480;24560;72;44.816667;0.933333;1.17;
 Conches-en-Ouche ;CONCHES EN OUCHE ;27190;27165;23;48.966667;0.933333;1.1;
 Crosville-la-Vieille ;CROSVILLE LA VIEILLE ;27110;27192;23;49.166667;0.933333;0.6;
 Faverolles-la-Campagne ;FAVEROLLES LA CAMPAGNE ;27190;27235;23;49.016667;0.933333;0.76;
 Iville ;IVILLE   ;27110;27354;23;49.183333;0.933333;0.74;
 Saint-Amand-des-Hautes-Terres ;SAINT AMAND DES HAUTES;27370;27506;23;49.233333;0.933333;0.7;
 Saint-Nicolas-d'Attez ;SAINT NICOLAS D ATTEZ;27160;27573;23;48.816667;0.933333;2.11;
 Verneuil-sur-Avre ;VERNEUIL SUR AVRE ;27130;27679;23;48.733333;0.933333;2.67;
 Charbonnières ;CHARBONNIERES   ;28330;28080;24;48.2;0.933333;2.02;
 La Gaudaine ;LA GAUDAINE  ;28400;28175;24;48.3;0.933333;2.02;
 Marolles-les-Buis ;MAROLLES LES BUIS ;28400;28237;24;48.366667;0.933333;2.02;
 Morvilliers ;MORVILLIERS   ;28340;28271;24;48.65;0.933333;2.02;
 Les Ressuintes ;LES RESSUINTES  ;28340;28314;24;48.6;0.933333;2.02;
 Ambax ;AMBAX   ;31230;31007;72;43.366667;0.933333;1.27;
 Bachas ;BACHAS   ;31420;31039;72;43.25;0.933333;0.8;
 Fougaron ;FOUGARON   ;31160;31191;72;42.983333;0.933333;1.66;
 Le Fréchet ;LE FRECHET  ;31360;31198;72;43.183333;0.933333;0.97;
 Labastide-Paumès ;LABASTIDE PAUMES  ;31230;31251;72;43.333333;0.933333;1.3;
 Montgaillard-de-Salies ;MONTGAILLARD DE SALIES ;31260;31376;72;43.066667;0.933333;1.17;
 Montsaunès ;MONTSAUNES   ;31260;31391;72;43.116667;0.933333;0.95;
 Saint-Martory ;SAINT MARTORY  ;31360;31503;72;43.15;0.933333;0.8;
 Noilhan ;NOILHAN   ;32130;32297;91;43.533333;0.933333;1.62;
 Puylausic ;PUYLAUSIC   ;32220;32336;91;43.45;0.933333;1.62;
 Samatan ;SAMATAN   ;32130;32410;91;43.5;0.933333;1.62;
 Chanceaux-près-Loches ;CHANCEAUX PRES LOCHES ;37600;37053;24;47.15;0.933333;1.35;
 Cigogné ;CIGOGNE   ;37310;37075;24;47.25;0.933333;1.09;
 Preuilly-sur-Claise ;PREUILLY SUR CLAISE ;37290;37189;24;46.85;0.933333;2.41;
 Choué ;CHOUE   ;41170;41053;24;48;0.933333;1.97;
 Épuisay ;EPUISAY   ;41360;41078;24;47.9;0.933333;1.5;
 Houssay ;HOUSSAY   ;41800;41102;24;47.75;0.933333;1.64;
 Oigny ;OIGNY   ;41170;41165;24;48.066667;0.933333;2.35;
 Saint-Agil ;SAINT AGIL  ;41170;41197;24;48.033333;0.933333;2.16;
 Sasnières ;SASNIERES   ;41310;41236;24;47.716667;0.933333;1.5;
 Cazideroque ;CAZIDEROQUE   ;47370;47064;72;44.4;0.933333;2.02;
 Monsempron-Libos ;MONSEMPRON LIBOS  ;47500;47179;72;44.483333;0.933333;2.02;
 Les Menus ;LES MENUS  ;61290;61274;25;48.516667;0.933333;2.19;
 Le Pas-Saint-l'Homer ;LE PAS SAINT L;61290;61323;25;48.5;0.933333;2.19;
 Ambourville ;AMBOURVILLE   ;76480;76003;23;49.466667;0.933333;1.57;
 Auzouville-sur-Saâne ;AUZOUVILLE SUR SAANE ;76730;76047;23;49.75;0.933333;1.03;
 Avremesnil ;AVREMESNIL   ;76730;76050;23;49.85;0.933333;1.37;
 Bardouville ;BARDOUVILLE   ;76480;76056;23;49.433333;0.933333;1.82;
 Biville-la-Rivière ;BIVILLE LA RIVIERE ;76730;76097;23;49.783333;0.933333;0.81;
 La Bouille ;LA BOUILLE  ;76530;76131;23;49.35;0.933333;2.45;
 Ectot-l'Auber ;ECTOT L AUBER ;76760;76227;23;49.65;0.933333;1;
 Limésy ;LIMESY   ;76570;76385;23;49.616667;0.933333;0.61;
 Rainfreville ;RAINFREVILLE   ;76730;76519;23;49.783333;0.933333;0.81;
 Saâne-Saint-Just ;SAANE SAINT JUST ;76730;76549;23;49.766667;0.933333;0.76;
 Sahurs ;SAHURS   ;76113;76550;23;49.35;0.933333;2.45;
 Saint-Pierre-de-Manneville ;SAINT PIERRE DE MANNEVILLE;76113;76634;23;49.4;0.933333;2.07;
 Saint-Pierre-de-Varengeville ;SAINT PIERRE DE VARENGEVILLE;76480;76636;23;49.5;0.933333;1.32;
 Saussay ;SAUSSAY   ;76760;76668;23;49.633333;0.933333;1.28;
 Esparsac ;ESPARSAC   ;82500;82055;11;43.9;0.933333;1.25;
 Gimat ;GIMAT   ;82500;82068;11;43.85;0.933333;1.65;
 Pommevic ;POMMEVIC   ;82400;82141;11;44.1;0.933333;1.16;
 Saint-Michel ;SAINT MICHEL  ;82340;82166;11;44.033333;0.933333;1.24;
 Saint-Auvent ;SAINT AUVENT  ;87310;87135;72;45.8;0.933333;1.43;
 Saint-Martin-de-Jussac ;SAINT MARTIN DE JUSSAC;87200;87164;72;45.883333;0.933333;1.43;
 Les Essarts ;LES ESSARTS  ;76530;76904;23;49.283333;0.941667;-1;
 Sentein ;SENTEIN   ;9800;9290;73;42.866667;0.95;2.56;
 Corgnac-sur-l'Isle ;CORGNAC SUR L ISLE;24800;24134;72;45.383333;0.95;1.45;
 Montagnac-d'Auberoche ;MONTAGNAC D AUBEROCHE ;24210;24284;72;45.183333;0.95;1.53;
 Nantheuil ;NANTHEUIL   ;24800;24304;72;45.416667;0.95;1.6;
 Saint-Antoine-d'Auberoche ;SAINT ANTOINE D AUBEROCHE;24330;24369;72;45.15;0.95;1.38;
 Saint-Cirq ;SAINT CIRQ  ;24260;24389;72;44.933333;0.95;0.73;
 Saint-Pardoux-et-Vielvic ;SAINT PARDOUX ET VIELVIC;24170;24478;72;44.766667;0.95;1.49;
